"s"	"v"	"n"	"x"	"y"
4	1	4	703.887	156.122
4	1	4	713.955	162.576
4	1	4	723.953	169.253
4	1	4	733.872	176.144
4	1	4	743.703	183.24
4	1	4	753.439	190.533
4	1	4	763.072	198.015
4	1	4	772.594	205.676
4	1	4	781.996	213.508
4	1	4	791.271	221.502
4	1	4	800.41	229.651
4	1	4	809.406	237.944
4	1	4	818.25	246.375
4	1	4	826.934	254.934
4	1	4	835.451	263.612
4	1	4	843.792	272.401
4	1	4	851.949	281.293
4	1	4	859.914	290.279
4	1	4	867.68	299.35
4	1	4	875.237	308.497
4	1	4	882.578	317.713
4	1	4	889.695	326.988
4	1	4	896.58	336.314
4	1	4	903.225	345.683
4	1	4	909.621	355.085
4	1	4	915.761	364.512
4	1	4	921.637	373.956
4	1	4	927.24	383.408
4	1	4	932.562	392.859
4	1	4	937.597	402.302
4	1	4	942.334	411.726
4	1	4	946.767	421.124
4	1	4	950.887	430.488
4	1	4	954.686	439.807
4	1	4	958.156	449.075
4	1	4	961.29	458.282
4	1	4	964.078	467.42
4	1	4	966.514	476.48
4	1	4	968.588	485.454
4	1	4	970.293	494.332
4	1	4	971.621	503.107
4	1	4	972.564	511.77
4	1	4	973.113	520.312
4	1	4	973.261	528.725
4	1	4	973	537
4	1	4	972.45	542.442
4	1	4	971.742	547.708
4	1	4	970.877	552.799
4	1	4	969.859	557.717
4	1	4	968.691	562.465
4	1	4	967.378	567.045
4	1	4	965.921	571.458
4	1	4	964.324	575.707
4	1	4	962.591	579.794
4	1	4	960.724	583.72
4	1	4	958.728	587.489
4	1	4	956.604	591.101
4	1	4	954.357	594.559
4	1	4	951.989	597.866
4	1	4	949.505	601.022
4	1	4	946.906	604.031
4	1	4	944.197	606.894
4	1	4	941.381	609.614
4	1	4	938.46	612.191
4	1	4	935.439	614.629
4	1	4	932.32	616.93
4	1	4	929.107	619.095
4	1	4	925.802	621.127
4	1	4	922.41	623.027
4	1	4	918.933	624.799
4	1	4	915.375	626.442
4	1	4	908.028	629.357
4	1	4	900.394	631.787
4	1	4	892.5	633.75
4	1	4	884.372	635.262
4	1	4	876.035	636.338
4	1	4	867.515	636.997
4	1	4	858.84	637.254
4	1	4	850.034	637.126
4	1	4	841.124	636.628
4	1	4	832.135	635.779
4	1	4	823.094	634.594
4	1	4	814.026	633.089
4	1	4	804.958	631.282
4	1	4	795.916	629.188
4	1	4	786.926	626.824
4	1	4	778.013	624.207
4	1	4	769.204	621.353
4	1	4	760.524	618.279
4	1	4	752	615
4	1	4	752	615
4	1	4	738.137	609.354
4	1	4	724.906	603.578
4	1	4	712.098	597.545
4	1	4	699.5	591.125
4	1	4	686.902	584.189
4	1	4	674.094	576.609
4	1	4	660.863	568.256
4	1	4	647	559
4	1	4	647	559
4	1	4	636.648	552.047
4	1	4	626.574	545.047
4	1	4	616.752	537.977
4	1	4	607.156	530.812
4	1	4	597.759	523.531
4	1	4	588.535	516.109
4	1	4	579.458	508.523
4	1	4	570.5	500.75
4	1	4	561.636	492.766
4	1	4	552.84	484.547
4	1	4	544.084	476.07
4	1	4	535.344	467.312
4	1	4	526.591	458.25
4	1	4	517.801	448.859
4	1	4	508.946	439.117
4	1	4	500	429
4	1	4	500	429
4	1	4	489.699	416.344
4	1	4	479.094	402.938
4	1	4	468.254	388.5
4	1	4	462.768	380.807
4	1	4	457.25	372.75
4	1	4	451.708	364.295
4	1	4	446.152	355.406
4	1	4	440.59	346.049
4	1	4	435.031	336.188
4	1	4	429.484	325.787
4	1	4	423.957	314.812
4	1	4	418.459	303.229
4	1	4	413	291
4	1	4	413	291
4	1	4	409.941	283.579
4	1	4	407.135	276.305
4	1	4	404.578	269.159
4	1	4	402.266	262.125
4	1	4	400.194	255.185
4	1	4	398.357	248.32
4	1	4	396.753	241.515
4	1	4	395.375	234.75
4	1	4	394.22	228.009
4	1	4	393.283	221.273
4	1	4	392.56	214.526
4	1	4	392.047	207.75
4	1	4	391.739	200.927
4	1	4	391.631	194.039
4	1	4	391.719	187.069
4	1	4	392	180
4	1	4	392	180
4	1	4	392.602	174.457
4	1	4	393.466	169.079
4	1	4	394.582	163.866
4	1	4	395.943	158.818
4	1	4	397.541	153.937
4	1	4	399.367	149.223
4	1	4	401.414	144.676
4	1	4	403.672	140.297
4	1	4	406.134	136.086
4	1	4	408.791	132.045
4	1	4	411.635	128.173
4	1	4	414.658	124.471
4	1	4	417.852	120.939
4	1	4	421.208	117.579
4	1	4	424.719	114.391
4	1	4	428.375	111.375
4	1	4	432.169	108.532
4	1	4	436.093	105.862
4	1	4	440.137	103.366
4	1	4	444.295	101.045
4	1	4	448.557	98.899
4	1	4	452.916	96.928
4	1	4	457.363	95.133
4	1	4	461.891	93.516
4	1	4	466.49	92.075
4	1	4	471.152	90.812
4	1	4	475.87	89.728
4	1	4	480.635	88.822
4	1	4	485.438	88.096
4	1	4	490.273	87.55
4	1	4	495.129	87.184
4	1	4	500	87
4	1	4	NA	NA
5	0	1	348.9	830.6
5	0	1	338.574	832.804
5	0	1	328.231	834.509
5	0	1	317.885	835.721
5	0	1	307.553	836.447
5	0	1	297.249	836.693
5	0	1	286.988	836.467
5	0	1	276.785	835.775
5	0	1	266.656	834.623
5	0	1	256.615	833.02
5	0	1	246.678	830.97
5	0	1	236.859	828.481
5	0	1	227.174	825.56
5	0	1	217.638	822.214
5	0	1	208.265	818.448
5	0	1	199.072	814.271
5	0	1	190.072	809.688
5	0	1	181.282	804.706
5	0	1	172.716	799.332
5	0	1	164.389	793.573
5	0	1	156.317	787.435
5	0	1	148.514	780.925
5	0	1	140.996	774.051
5	0	1	133.777	766.818
5	0	1	126.873	759.233
5	0	1	120.299	751.303
5	0	1	114.069	743.035
5	0	1	108.2	734.435
5	0	1	102.705	725.511
5	0	1	97.601	716.269
5	0	1	92.902	706.715
5	0	1	88.623	696.856
5	0	1	84.78	686.7
5	0	1	82.38	679.627
5	0	1	80.231	672.528
5	0	1	78.33	665.41
5	0	1	76.674	658.276
5	0	1	75.261	651.132
5	0	1	74.09	643.983
5	0	1	73.157	636.834
5	0	1	72.46	629.689
5	0	1	71.997	622.554
5	0	1	71.765	615.433
5	0	1	71.763	608.332
5	0	1	71.988	601.254
5	0	1	72.437	594.207
5	0	1	73.108	587.193
5	0	1	73.999	580.218
5	0	1	75.108	573.288
5	0	1	76.431	566.406
5	0	1	77.967	559.578
5	0	1	79.714	552.809
5	0	1	81.669	546.103
5	0	1	83.829	539.467
5	0	1	86.193	532.903
5	0	1	88.758	526.419
5	0	1	91.522	520.017
5	0	1	94.481	513.704
5	0	1	97.635	507.484
5	0	1	100.981	501.363
5	0	1	104.515	495.344
5	0	1	108.237	489.434
5	0	1	112.143	483.636
5	0	1	116.232	477.957
5	0	1	120.5	472.4
5	0	1	120.5	472.4
5	0	1	127.585	465.013
5	0	1	134.675	457.998
5	0	1	141.784	451.345
5	0	1	148.925	445.045
5	0	1	156.113	439.091
5	0	1	163.363	433.473
5	0	1	170.687	428.183
5	0	1	178.1	423.212
5	0	1	185.616	418.552
5	0	1	193.25	414.194
5	0	1	201.015	410.129
5	0	1	208.925	406.348
5	0	1	216.995	402.844
5	0	1	225.238	399.607
5	0	1	233.668	396.628
5	0	1	242.3	393.9
5	0	1	242.3	393.9
5	0	1	253.301	390.764
5	0	1	263.895	388.091
5	0	1	274.108	385.853
5	0	1	283.962	384.025
5	0	1	293.485	382.582
5	0	1	302.698	381.497
5	0	1	311.629	380.745
5	0	1	320.3	380.3
5	0	1	320.3	380.3
5	0	1	327.539	380.164
5	0	1	334.601	380.234
5	0	1	341.5	380.495
5	0	1	348.25	380.933
5	0	1	354.864	381.533
5	0	1	361.355	382.281
5	0	1	374.025	384.163
5	0	1	386.366	386.461
5	0	1	398.488	389.061
5	0	1	422.5	394.7
5	0	1	422.5	394.7
5	0	1	431.288	397.001
5	0	1	439.959	399.033
5	0	1	448.528	400.806
5	0	1	457.006	402.327
5	0	1	465.407	403.604
5	0	1	473.744	404.647
5	0	1	482.029	405.464
5	0	1	490.275	406.062
5	0	1	498.496	406.451
5	0	1	506.703	406.638
5	0	1	514.911	406.633
5	0	1	523.131	406.442
5	0	1	531.378	406.075
5	0	1	539.663	405.54
5	0	1	556.4	404
5	0	1	556.4	404
5	0	1	579.198	401.375
5	0	1	602.062	398.825
5	0	1	613.411	397.754
5	0	1	624.645	396.913
5	0	1	635.723	396.371
5	0	1	646.6	396.2
5	0	1	646.6	396.2
5	0	1	653.612	396.313
5	0	1	660.5	396.629
5	0	1	667.253	397.167
5	0	1	673.856	397.947
5	0	1	680.298	398.988
5	0	1	686.566	400.31
5	0	1	692.646	401.932
5	0	1	698.525	403.875
5	0	1	704.191	406.158
5	0	1	709.631	408.8
5	0	1	714.832	411.821
5	0	1	719.781	415.241
5	0	1	724.465	419.079
5	0	1	728.872	423.355
5	0	1	732.988	428.089
5	0	1	736.8	433.3
5	0	1	736.8	433.3
5	0	1	739.442	437.406
5	0	1	741.857	441.49
5	0	1	744.046	445.553
5	0	1	746.012	449.594
5	0	1	747.757	453.612
5	0	1	749.282	457.605
5	0	1	750.589	461.573
5	0	1	751.68	465.516
5	0	1	752.557	469.431
5	0	1	753.222	473.32
5	0	1	753.676	477.18
5	0	1	753.923	481.011
5	0	1	753.963	484.811
5	0	1	753.798	488.581
5	0	1	753.431	492.319
5	0	1	752.862	496.025
5	0	1	752.095	499.697
5	0	1	751.131	503.335
5	0	1	749.972	506.938
5	0	1	748.619	510.505
5	0	1	747.075	514.035
5	0	1	745.342	517.528
5	0	1	743.421	520.982
5	0	1	741.314	524.397
5	0	1	739.023	527.772
5	0	1	736.551	531.105
5	0	1	733.898	534.397
5	0	1	731.067	537.646
5	0	1	728.06	540.852
5	0	1	724.879	544.014
5	0	1	718	550.2
5	0	1	718	550.2
5	0	1	713.316	554.386
5	0	1	708.427	558.509
5	0	1	703.347	562.575
5	0	1	698.094	566.591
5	0	1	687.133	574.489
5	0	1	675.675	582.25
5	0	1	663.852	589.917
5	0	1	651.794	597.534
5	0	1	627.5	612.8
5	0	1	627.5	612.8
5	0	1	616.156	620.199
5	0	1	605.28	627.669
5	0	1	594.842	635.279
5	0	1	584.812	643.1
5	0	1	575.163	651.202
5	0	1	565.864	659.656
5	0	1	556.886	668.532
5	0	1	548.2	677.9
5	0	1	548.2	677.9
5	0	1	542.247	684.715
5	0	1	536.573	691.505
5	0	1	525.837	704.988
5	0	1	515.533	718.302
5	0	1	505.2	731.4
5	0	1	505.2	731.4
5	0	1	497.022	741.18
5	0	1	488.911	750.363
5	0	1	480.807	758.973
5	0	1	472.65	767.037
5	0	1	464.381	774.582
5	0	1	455.939	781.631
5	0	1	447.265	788.212
5	0	1	438.3	794.35
5	0	1	428.983	800.071
5	0	1	419.255	805.4
5	0	1	409.055	810.364
5	0	1	398.325	814.988
5	0	1	387.004	819.297
5	0	1	375.033	823.319
5	0	1	362.351	827.078
5	0	1	348.9	830.6
5	0	1	NA	NA
5	0	2	757	723.2
5	0	2	755.883	733.898
5	0	2	754.267	744.441
5	0	2	752.163	754.816
5	0	2	749.583	765.011
5	0	2	746.541	775.014
5	0	2	743.047	784.814
5	0	2	739.114	794.397
5	0	2	734.755	803.753
5	0	2	729.981	812.869
5	0	2	724.805	821.732
5	0	2	719.239	830.332
5	0	2	713.296	838.655
5	0	2	706.986	846.689
5	0	2	700.324	854.423
5	0	2	693.32	861.845
5	0	2	685.987	868.942
5	0	2	678.338	875.703
5	0	2	670.384	882.115
5	0	2	662.138	888.166
5	0	2	653.612	893.845
5	0	2	644.818	899.138
5	0	2	635.769	904.034
5	0	2	626.476	908.522
5	0	2	616.952	912.588
5	0	2	607.208	916.221
5	0	2	597.258	919.409
5	0	2	587.114	922.14
5	0	2	576.787	924.401
5	0	2	566.29	926.18
5	0	2	555.635	927.467
5	0	2	544.834	928.247
5	0	2	533.9	928.51
5	0	2	526.727	928.397
5	0	2	519.609	928.06
5	0	2	512.55	927.502
5	0	2	505.554	926.727
5	0	2	498.623	925.738
5	0	2	491.762	924.539
5	0	2	484.973	923.133
5	0	2	478.261	921.522
5	0	2	471.628	919.712
5	0	2	465.078	917.705
5	0	2	458.615	915.504
5	0	2	452.241	913.114
5	0	2	445.96	910.536
5	0	2	439.776	907.775
5	0	2	433.693	904.835
5	0	2	427.712	901.718
5	0	2	421.839	898.427
5	0	2	416.076	894.967
5	0	2	410.427	891.34
5	0	2	404.895	887.551
5	0	2	399.484	883.602
5	0	2	394.197	879.497
5	0	2	389.037	875.239
5	0	2	384.008	870.831
5	0	2	379.113	866.278
5	0	2	374.356	861.582
5	0	2	369.741	856.746
5	0	2	365.27	851.775
5	0	2	360.947	846.672
5	0	2	356.775	841.439
5	0	2	352.758	836.081
5	0	2	348.9	830.6
5	0	2	348.9	830.6
5	0	2	343.857	822.706
5	0	2	339.186	814.929
5	0	2	334.884	807.223
5	0	2	330.945	799.542
5	0	2	327.366	791.84
5	0	2	324.141	784.069
5	0	2	321.267	776.184
5	0	2	318.738	768.137
5	0	2	316.549	759.884
5	0	2	314.698	751.376
5	0	2	313.178	742.569
5	0	2	311.986	733.414
5	0	2	311.117	723.866
5	0	2	310.565	713.879
5	0	2	310.328	703.406
5	0	2	310.4	692.4
5	0	2	310.4	692.4
5	0	2	310.862	680.212
5	0	2	311.639	668.605
5	0	2	312.719	657.548
5	0	2	314.087	647.012
5	0	2	315.733	636.969
5	0	2	317.642	627.389
5	0	2	319.802	618.242
5	0	2	322.2	609.5
5	0	2	322.2	609.5
5	0	2	324.313	602.647
5	0	2	326.558	596.026
5	0	2	328.926	589.622
5	0	2	331.411	583.419
5	0	2	334.003	577.401
5	0	2	336.693	571.552
5	0	2	342.337	560.3
5	0	2	348.277	549.535
5	0	2	354.445	539.131
5	0	2	360.775	528.962
5	0	2	367.2	518.9
5	0	2	367.2	518.9
5	0	2	372.381	511.164
5	0	2	377.283	503.506
5	0	2	381.915	495.91
5	0	2	386.289	488.356
5	0	2	390.415	480.829
5	0	2	394.304	473.309
5	0	2	397.966	465.781
5	0	2	401.413	458.225
5	0	2	404.654	450.625
5	0	2	407.701	442.962
5	0	2	410.564	435.221
5	0	2	413.255	427.381
5	0	2	415.783	419.427
5	0	2	418.159	411.341
5	0	2	420.395	403.104
5	0	2	422.5	394.7
5	0	2	422.5	394.7
5	0	2	427.489	373.175
5	0	2	432.488	351.5
5	0	2	435.099	340.747
5	0	2	437.842	330.125
5	0	2	440.762	319.691
5	0	2	443.9	309.5
5	0	2	443.9	309.5
5	0	2	446.056	303.025
5	0	2	448.332	296.696
5	0	2	450.739	290.531
5	0	2	453.291	284.545
5	0	2	455.998	278.755
5	0	2	458.873	273.175
5	0	2	461.928	267.822
5	0	2	465.175	262.712
5	0	2	468.626	257.862
5	0	2	472.293	253.286
5	0	2	476.187	249.001
5	0	2	480.322	245.023
5	0	2	484.708	241.368
5	0	2	489.359	238.052
5	0	2	494.285	235.091
5	0	2	499.5	232.5
5	0	2	499.5	232.5
5	0	2	504.509	230.718
5	0	2	509.431	229.211
5	0	2	514.266	227.974
5	0	2	519.013	227.002
5	0	2	523.671	226.288
5	0	2	528.242	225.827
5	0	2	532.725	225.613
5	0	2	537.119	225.641
5	0	2	541.424	225.904
5	0	2	545.642	226.398
5	0	2	549.77	227.116
5	0	2	553.809	228.053
5	0	2	557.76	229.203
5	0	2	561.621	230.56
5	0	2	565.393	232.12
5	0	2	569.075	233.875
5	0	2	572.668	235.821
5	0	2	576.171	237.951
5	0	2	579.583	240.261
5	0	2	582.906	242.744
5	0	2	586.139	245.395
5	0	2	589.281	248.208
5	0	2	592.333	251.177
5	0	2	595.294	254.297
5	0	2	598.164	257.562
5	0	2	600.943	260.966
5	0	2	603.631	264.504
5	0	2	606.228	268.17
5	0	2	611.147	275.863
5	0	2	615.7	284
5	0	2	615.7	284
5	0	2	618.303	290.12
5	0	2	620.756	296.434
5	0	2	623.073	302.924
5	0	2	625.267	309.575
5	0	2	629.335	323.298
5	0	2	633.062	337.475
5	0	2	636.551	351.98
5	0	2	639.902	366.688
5	0	2	646.6	396.2
5	0	2	646.6	396.2
5	0	2	649.683	408.981
5	0	2	653.092	421.459
5	0	2	656.846	433.652
5	0	2	660.962	445.575
5	0	2	665.458	457.245
5	0	2	670.352	468.678
5	0	2	675.66	479.891
5	0	2	681.4	490.9
5	0	2	681.4	490.9
5	0	2	685.967	498.85
5	0	2	690.578	506.536
5	0	2	699.85	521.337
5	0	2	709.047	535.745
5	0	2	718	550.2
5	0	2	718	550.2
5	0	2	723.449	560.113
5	0	2	728.506	569.606
5	0	2	733.171	578.794
5	0	2	737.439	587.792
5	0	2	741.31	596.717
5	0	2	744.78	605.685
5	0	2	747.849	614.812
5	0	2	750.513	624.212
5	0	2	752.77	634.003
5	0	2	754.618	644.301
5	0	2	756.056	655.22
5	0	2	757.08	666.877
5	0	2	757.688	679.387
5	0	2	757.879	692.867
5	0	2	757.651	707.433
5	0	2	757	723.2
5	0	2	NA	NA
5	0	3	787.8	298.1
5	0	3	797.668	302.322
5	0	3	807.241	306.972
5	0	3	816.513	312.035
5	0	3	825.474	317.496
5	0	3	834.117	323.339
5	0	3	842.435	329.55
5	0	3	850.419	336.114
5	0	3	858.061	343.016
5	0	3	865.354	350.24
5	0	3	872.29	357.771
5	0	3	878.86	365.595
5	0	3	885.058	373.696
5	0	3	890.875	382.06
5	0	3	896.303	390.671
5	0	3	901.335	399.515
5	0	3	905.962	408.575
5	0	3	910.178	417.838
5	0	3	913.973	427.287
5	0	3	917.34	436.909
5	0	3	920.272	446.688
5	0	3	922.76	456.609
5	0	3	924.796	466.656
5	0	3	926.373	476.816
5	0	3	927.483	487.072
5	0	3	928.118	497.41
5	0	3	928.27	507.815
5	0	3	927.931	518.271
5	0	3	927.093	528.764
5	0	3	925.749	539.278
5	0	3	923.891	549.799
5	0	3	921.51	560.311
5	0	3	918.6	570.8
5	0	3	916.254	578.093
5	0	3	913.683	585.25
5	0	3	910.89	592.27
5	0	3	907.883	599.148
5	0	3	904.665	605.883
5	0	3	901.242	612.472
5	0	3	897.618	618.911
5	0	3	893.8	625.198
5	0	3	889.792	631.331
5	0	3	885.599	637.306
5	0	3	881.227	643.12
5	0	3	876.68	648.771
5	0	3	871.963	654.256
5	0	3	867.083	659.573
5	0	3	862.043	664.717
5	0	3	856.85	669.688
5	0	3	851.508	674.48
5	0	3	846.022	679.093
5	0	3	840.397	683.523
5	0	3	834.639	687.768
5	0	3	828.753	691.824
5	0	3	822.743	695.688
5	0	3	816.616	699.359
5	0	3	810.375	702.833
5	0	3	804.027	706.107
5	0	3	797.576	709.179
5	0	3	791.027	712.045
5	0	3	784.386	714.703
5	0	3	777.658	717.151
5	0	3	770.847	719.385
5	0	3	763.959	721.402
5	0	3	757	723.2
5	0	3	757	723.2
5	0	3	747.538	724.688
5	0	3	738.367	725.958
5	0	3	729.451	726.994
5	0	3	720.755	727.786
5	0	3	712.243	728.319
5	0	3	703.881	728.581
5	0	3	695.632	728.558
5	0	3	687.462	728.238
5	0	3	679.336	727.607
5	0	3	671.218	726.652
5	0	3	663.072	725.361
5	0	3	654.864	723.72
5	0	3	646.558	721.717
5	0	3	638.119	719.338
5	0	3	629.511	716.57
5	0	3	620.7	713.4
5	0	3	620.7	713.4
5	0	3	609.726	709.36
5	0	3	599.359	705.195
5	0	3	589.569	700.911
5	0	3	580.325	696.512
5	0	3	571.596	692.006
5	0	3	563.353	687.398
5	0	3	555.564	682.694
5	0	3	548.2	677.9
5	0	3	548.2	677.9
5	0	3	542.37	673.821
5	0	3	536.795	669.687
5	0	3	531.455	665.501
5	0	3	526.333	661.267
5	0	3	521.411	656.988
5	0	3	516.67	652.667
5	0	3	507.663	643.913
5	0	3	499.166	635.032
5	0	3	491.036	626.052
5	0	3	475.3	607.9
5	0	3	475.3	607.9
5	0	3	469.26	600.6
5	0	3	463.137	593.613
5	0	3	456.929	586.921
5	0	3	450.633	580.508
5	0	3	444.246	574.355
5	0	3	437.765	568.446
5	0	3	431.189	562.762
5	0	3	424.512	557.288
5	0	3	417.734	552.004
5	0	3	410.852	546.893
5	0	3	403.861	541.939
5	0	3	396.761	537.123
5	0	3	389.547	532.429
5	0	3	382.218	527.839
5	0	3	367.2	518.9
5	0	3	367.2	518.9
5	0	3	348.623	508.283
5	0	3	330.113	497.488
5	0	3	321.031	491.979
5	0	3	312.145	486.373
5	0	3	303.515	480.653
5	0	3	295.2	474.8
5	0	3	295.2	474.8
5	0	3	289.633	470.618
5	0	3	284.273	466.353
5	0	3	279.138	461.998
5	0	3	274.25	457.547
5	0	3	269.629	452.991
5	0	3	265.296	448.324
5	0	3	261.271	443.538
5	0	3	257.575	438.625
5	0	3	254.228	433.579
5	0	3	251.251	428.392
5	0	3	248.664	423.056
5	0	3	246.488	417.566
5	0	3	244.742	411.912
5	0	3	243.449	406.088
5	0	3	242.628	400.086
5	0	3	242.3	393.9
5	0	3	242.3	393.9
5	0	3	242.358	389.445
5	0	3	242.605	385.082
5	0	3	243.038	380.812
5	0	3	243.655	376.638
5	0	3	244.453	372.561
5	0	3	245.43	368.584
5	0	3	246.583	364.708
5	0	3	247.909	360.936
5	0	3	249.406	357.269
5	0	3	251.072	353.709
5	0	3	252.903	350.258
5	0	3	254.896	346.919
5	0	3	257.051	343.693
5	0	3	259.363	340.582
5	0	3	261.83	337.588
5	0	3	264.45	334.712
5	0	3	267.22	331.958
5	0	3	270.137	329.327
5	0	3	273.199	326.821
5	0	3	276.404	324.442
5	0	3	279.747	322.192
5	0	3	283.228	320.072
5	0	3	286.844	318.085
5	0	3	290.591	316.233
5	0	3	294.467	314.517
5	0	3	298.47	312.94
5	0	3	302.597	311.504
5	0	3	306.845	310.21
5	0	3	311.212	309.061
5	0	3	315.695	308.058
5	0	3	320.292	307.204
5	0	3	325	306.5
5	0	3	325	306.5
5	0	3	331.701	305.748
5	0	3	338.558	305.206
5	0	3	345.559	304.854
5	0	3	352.691	304.677
5	0	3	367.296	304.769
5	0	3	382.275	305.337
5	0	3	397.525	306.239
5	0	3	412.947	307.33
5	0	3	443.9	309.5
5	0	3	443.9	309.5
5	0	3	456.204	310.109
5	0	3	468.306	310.417
5	0	3	480.23	310.395
5	0	3	492	310.013
5	0	3	503.638	309.241
5	0	3	515.169	308.052
5	0	3	526.615	306.414
5	0	3	538	304.3
5	0	3	538	304.3
5	0	3	548.385	302.046
5	0	3	558.438	299.595
5	0	3	568.227	297.007
5	0	3	577.825	294.337
5	0	3	596.725	288.986
5	0	3	606.168	286.419
5	0	3	615.7	284
5	0	3	615.7	284
5	0	3	629.813	281.611
5	0	3	643.106	279.688
5	0	3	655.659	278.226
5	0	3	667.552	277.217
5	0	3	678.863	276.656
5	0	3	689.674	276.535
5	0	3	700.064	276.847
5	0	3	710.112	277.587
5	0	3	719.9	278.748
5	0	3	729.506	280.323
5	0	3	739.01	282.306
5	0	3	748.492	284.689
5	0	3	758.033	287.467
5	0	3	767.711	290.632
5	0	3	777.607	294.179
5	0	3	787.8	298.1
5	0	3	NA	NA
5	0	4	393.5	144.8
5	0	4	400.591	136.81
5	0	4	407.995	129.229
5	0	4	415.696	122.06
5	0	4	423.678	115.305
5	0	4	431.923	108.969
5	0	4	440.415	103.055
5	0	4	449.137	97.564
5	0	4	458.072	92.5
5	0	4	467.204	87.866
5	0	4	476.515	83.666
5	0	4	485.99	79.901
5	0	4	495.611	76.576
5	0	4	505.362	73.692
5	0	4	515.226	71.254
5	0	4	525.186	69.264
5	0	4	535.225	67.725
5	0	4	545.327	66.64
5	0	4	555.475	66.012
5	0	4	565.652	65.844
5	0	4	575.842	66.14
5	0	4	586.027	66.901
5	0	4	596.192	68.132
5	0	4	606.318	69.835
5	0	4	616.391	72.013
5	0	4	626.392	74.668
5	0	4	636.305	77.806
5	0	4	646.113	81.427
5	0	4	655.8	85.535
5	0	4	665.349	90.134
5	0	4	674.743	95.225
5	0	4	683.966	100.813
5	0	4	693	106.9
5	0	4	698.928	111.191
5	0	4	704.674	115.641
5	0	4	710.237	120.246
5	0	4	715.617	125
5	0	4	720.811	129.899
5	0	4	725.82	134.937
5	0	4	730.642	140.109
5	0	4	735.277	145.409
5	0	4	739.723	150.834
5	0	4	743.979	156.378
5	0	4	748.045	162.035
5	0	4	751.92	167.801
5	0	4	755.603	173.671
5	0	4	759.092	179.639
5	0	4	762.387	185.7
5	0	4	765.487	191.85
5	0	4	768.392	198.083
5	0	4	771.099	204.394
5	0	4	773.608	210.778
5	0	4	775.919	217.23
5	0	4	778.03	223.745
5	0	4	779.94	230.318
5	0	4	781.649	236.943
5	0	4	783.155	243.616
5	0	4	784.457	250.331
5	0	4	785.555	257.084
5	0	4	786.448	263.869
5	0	4	787.135	270.681
5	0	4	787.614	277.515
5	0	4	787.886	284.367
5	0	4	787.948	291.23
5	0	4	787.8	298.1
5	0	4	787.8	298.1
5	0	4	786.443	308.169
5	0	4	784.879	317.982
5	0	4	783.099	327.547
5	0	4	781.097	336.873
5	0	4	778.864	345.97
5	0	4	776.392	354.844
5	0	4	773.673	363.505
5	0	4	770.7	371.962
5	0	4	767.464	380.224
5	0	4	763.958	388.298
5	0	4	760.174	396.194
5	0	4	756.103	403.92
5	0	4	751.738	411.485
5	0	4	747.071	418.898
5	0	4	742.095	426.167
5	0	4	736.8	433.3
5	0	4	736.8	433.3
5	0	4	729.699	442.436
5	0	4	722.645	450.962
5	0	4	715.641	458.908
5	0	4	708.688	466.3
5	0	4	701.785	473.167
5	0	4	694.936	479.538
5	0	4	688.14	485.439
5	0	4	681.4	490.9
5	0	4	681.4	490.9
5	0	4	675.843	495.117
5	0	4	670.307	499.079
5	0	4	664.791	502.802
5	0	4	659.292	506.305
5	0	4	653.81	509.603
5	0	4	648.341	512.713
5	0	4	637.438	518.438
5	0	4	626.567	523.614
5	0	4	615.714	528.377
5	0	4	604.863	532.86
5	0	4	594	537.2
5	0	4	594	537.2
5	0	4	585.129	540.534
5	0	4	576.542	543.979
5	0	4	568.218	547.541
5	0	4	560.139	551.228
5	0	4	552.286	555.048
5	0	4	544.639	559.007
5	0	4	537.179	563.114
5	0	4	529.888	567.375
5	0	4	522.745	571.798
5	0	4	515.731	576.389
5	0	4	508.829	581.158
5	0	4	502.017	586.109
5	0	4	495.278	591.252
5	0	4	488.591	596.593
5	0	4	481.938	602.14
5	0	4	475.3	607.9
5	0	4	475.3	607.9
5	0	4	459.452	622.064
5	0	4	443.538	636.312
5	0	4	435.547	643.307
5	0	4	427.53	650.13
5	0	4	419.482	656.715
5	0	4	411.4	663
5	0	4	411.4	663
5	0	4	405.224	667.579
5	0	4	399.033	671.921
5	0	4	392.827	675.999
5	0	4	386.605	679.786
5	0	4	380.365	683.253
5	0	4	374.108	686.374
5	0	4	367.832	689.119
5	0	4	361.538	691.462
5	0	4	355.223	693.376
5	0	4	348.887	694.831
5	0	4	342.53	695.801
5	0	4	336.152	696.258
5	0	4	329.75	696.174
5	0	4	323.324	695.521
5	0	4	316.875	694.273
5	0	4	313.641	693.416
5	0	4	310.4	692.4
5	0	4	310.4	692.4
5	0	4	306.039	690.47
5	0	4	301.842	688.449
5	0	4	297.812	686.338
5	0	4	293.948	684.135
5	0	4	290.25	681.841
5	0	4	286.72	679.455
5	0	4	283.357	676.978
5	0	4	280.163	674.409
5	0	4	277.137	671.749
5	0	4	274.28	668.997
5	0	4	271.594	666.153
5	0	4	269.077	663.217
5	0	4	266.732	660.189
5	0	4	264.558	657.068
5	0	4	262.555	653.855
5	0	4	260.725	650.55
5	0	4	259.068	647.152
5	0	4	257.584	643.662
5	0	4	256.274	640.078
5	0	4	255.138	636.402
5	0	4	254.178	632.633
5	0	4	253.392	628.77
5	0	4	252.783	624.815
5	0	4	252.35	620.766
